index,data_type,data_name,count,label,probability
20483,mapping_type_static,deloChangeRequests,2,-1,0.0
20484,uint256,zamokCount,4,-1,0.0
20485,user_define_contract,delo,2,-1,0.0
20486,user_define_contract,grossbuch,1,-1,0.0
20487,address,predel,1,-1,0.0
20488,uint40,timeEnd,2,-1,0.0
20489,uint256,totalReturns,2,-1,0.0
20490,uint40,lastBidTime,2,-1,0.0
20491,bool,base_token_is_seeded,4,-1,0.0
20492,address,base_token,4,-1,0.0
20493,mapping_type_static,token_balance,4,-1,0.0
20494,address,traded_token,4,-1,0.0
20495,mapping_type_static,ElementLocation,1,-1,0.0
20496,uint256,head,3,-1,0.0
20497,uint256,tail,6,5297,0.0
20498,uint256,concludedGameIndex,1,-1,0.0
20499,mapping_type_static,concludedGames,1,-1,0.0
20500,uint256,totalParticipationAmount,1,-1,0.0
20501,uint8,gameState,3,-1,0.0
20502,uint256,numberOfLeafs,1,-1,0.0
20503,uint256,participantIndex,1,-1,0.0
20504,uint256,leafPrice,1,-1,0.0
20505,uint256,gameDuration,1,-1,0.0
20506,mapping_type_static,hasParticipated,2,-1,0.0
20507,mapping_type_static,hasWithdrawn,2,-1,0.0
20508,bool,fundsTransfered,1,-1,0.0
20509,address,creditGameAddress,1,-1,0.0
20510,mapping_type_static,leafOwners,1,-1,0.0
20511,uint256,tokenLockDuration,1,-1,0.0
20512,mapping_type_static,participantIndexes,1,-1,0.0
20513,mapping_type_static,participationAmount,1,-1,0.0
20514,mapping_type_static,totalShares,3,-1,0.0
20515,mapping_type_static,totalReleased,3,-1,0.0
20516,mapping_type_static,totalDeposited,3,-1,0.0
20517,uint256,promoCreated,1,-1,0.0
20518,user_define_contract,frenzyContract,1,-1,0.0
20519,uint256,freeUntilDate,7,2662,0.0
20520,uint256,currentTotalSupply2,6,2079,0.0
20521,uint256,rateOf,1,-1,0.0
20522,uint256,depositValue,6,2183,0.0
20523,uint256,presaleStartedAt,1,-1,0.0
20524,uint256,icoStartedAt,1,-1,0.0
20525,uint256,icoFinishedAt,1,-1,0.0
20526,uint256,presaleFinishedAt,1,-1,0.0
20527,address,tradeRobot,3,-1,0.0
20528,address,CreatorAddress,2,-1,0.0
20529,bool,tokenSaleActive,3,-1,0.0
20530,address,predecessorAddress,2,-1,0.0
20531,bool,dead,3,-1,0.0
20532,address,bonusDistributionAddress,3,-1,0.0
20533,address,fountainContractAddress,3,-1,0.0
20534,address,successorAddress,2,-1,0.0
20535,uint256,timeToOpenPresents,1,-1,0.0
20536,mapping_type_static,usedTokenBalance,1,-1,0.0
20537,uint256,giftPool,1,-1,0.0
20538,uint8,contractLocked,4,-1,0.0
20539,uint256,ebyteBalance,2,-1,0.0
20540,user_define_contract,ebyteToken,3,-1,0.0
20541,mapping_type_static,isPayed,4,-1,0.0
20542,uint256,publicSell,2,-1,0.0
20543,uint256,main_balance,1,-1,0.0
20544,mapping_type_static,user_referrals,1,-1,0.0
20545,uint256,saleSupply,8,4959,0.0
20546,address,tokenIssuer,4,-1,0.0
20547,uint256,month30Unlock,1,-1,0.0
20548,uint256,month48Unlock,3,-1,0.0
20549,bool,month60Allocated,1,-1,0.0
20550,uint256,month60Unlock,1,-1,0.0
20551,bool,month48Allocated,3,-1,0.0
20552,bool,month30Allocated,1,-1,0.0
20553,uint256,month12Unlock,3,-1,0.0
20554,bool,month24Allocated,3,-1,0.0
20555,uint256,month24Unlock,3,-1,0.0
20556,bool,month12Allocated,3,-1,0.0
20557,uint256,endTokenSale,1,-1,0.0
20558,uint256,totalTokensCrowdSale,3,-1,0.0
20559,bool,_is,1,-1,0.0
20560,uint256,totalRised,8,5795,0.0
20561,mapping_type_static,AliceTokenID,5,-1,0.0
20562,mapping_type_static,BobTokenID,5,-1,0.0
20563,bool,approveOnce,2,-1,0.0
20564,address,aliceContract,3,-1,0.0
20565,address,bobContract,3,-1,0.0
20566,address,directorA,3,-1,0.0
20567,address,directorB,3,-1,0.0
20568,uint256,transferSafety,3,-1,0.0
20569,uint256,proposalNonce,4,-1,0.0
20570,uint256,proposalAmount,3,-1,0.0
20571,address,proposalDestination,3,-1,0.0
20572,address,proposalAuthor,3,-1,0.0
20573,address,proposalContract,3,-1,0.0
20574,uint256,proposalBlock,1,-1,0.0
20575,uint256,overrideBlock,1,-1,0.0
20576,mapping_type_static,rateInSpecificTier,1,-1,0.0
20577,uint256,mineableTokens,2,-1,0.0
20578,uint256,swappedTokens,1,-1,0.0
20579,uint256,bank,5,-1,0.0
20580,uint256,sponsorValue,5,-1,0.0
20581,bytes32,h_pwd,2,-1,0.0
20582,uint256,claim_block,2,-1,0.0
20583,bytes32,s_pwd,2,-1,0.0
20584,uint256,change_block,2,-1,0.0
20585,mapping_type_static,picops_balances,2,-1,0.0
20586,bool,is_verified,2,-1,0.0
20587,uint256,creator_fee,2,-1,0.0
20588,address,lifeReserveWallet,3,-1,0.0
20589,uint256,lifeReserveTimeLock,3,-1,0.0
20590,uint256,lifeVestingStage,3,-1,0.0
20591,uint256,teamVestingStage,3,-1,0.0
20592,address,econReserveWallet,3,-1,0.0
20593,uint256,econVestingStages,3,-1,0.0
20594,address,developReserveWallet,3,-1,0.0
20595,address,finanReserveWallet,3,-1,0.0
20596,uint256,finanReserveTimeLock,3,-1,0.0
20597,uint256,finanVestingStages,3,-1,0.0
20598,uint256,lifeReserveAllocation,3,-1,0.0
20599,uint256,finanReserveAllocation,3,-1,0.0
20600,uint256,econReserveAllocation,3,-1,0.0
20601,uint256,developReserveAllocation,3,-1,0.0
20602,uint256,econReserveTimeLock,1,-1,0.0
20603,uint256,developReserveTimeLock,3,-1,0.0
20604,address,mintOwner,4,-1,0.0
20605,address,savingsProxy,25,4976,0.0
20606,uint64,totalTickets,5,-1,0.0
20607,uint64,maxTickets,2,-1,0.0
20608,uint256,totalDinoSold,1,-1,0.0
20609,mapping_type_static,whitelisted_Presale,1,-1,0.0
20610,user_define_contract,dinoToken,1,-1,0.0
20611,mapping_type_static,lockedAddressesAfterITO,2,-1,0.0
20612,uint8,lockAfterManuallyMint,2,-1,0.0
20613,uint256,vinciSold,1,-1,0.0
20614,uint256,vinciCap,1,-1,0.0
20615,mapping_type_static,whitelistA,2,-1,0.0
20616,uint256,maximalIndividualContribution,1,-1,0.0
20617,mapping_type_static,whitelistB,2,-1,0.0
20618,address,lockedTokensWallet,1,-1,0.0
20619,user_define_contract,davToken,1,-1,0.0
20620,uint256,estimate,1,-1,0.0
20621,uint8,ready,3,-1,0.0
20622,uint256,latestPhaseNumber,1,-1,0.0
20623,mapping_type_static,LocalGame,1,-1,0.0
20624,uint256,maxContribAmount,2,-1,0.0
20625,uint256,mainsaleTotalNumberTokenSold,2,-1,0.0
20626,address,sec_addr,2,-1,0.0
20627,uint256,previewStageEndTime,2,-1,0.0
20628,address,producer,5,-1,0.0
20629,uint256,roundEndTime,1,-1,0.0
20630,uint256,minPreviewInterval,1,-1,0.0
20631,uint256,totalRecalled,2,-1,0.0
20632,uint64,zzz,5,-1,0.0
20633,uint16,hop,5,-1,0.0
20634,user_define_contract,src,5,-1,0.0
20635,uint128,peep,5,-1,0.0
20636,bool,read,1,-1,0.0
20637,uint136,,2,-1,0.0
20638,uint8,distributed,2,-1,0.0
20639,array_type_dynamic,HolderCount,2,-1,0.0
20640,uint256,coeff,2,-1,0.0
20641,uint256,distributeTime,1,-1,0.0
20642,bool,batch_transfer,1,-1,0.0
20643,address,GDPOracle,1,-1,0.0
20644,address,upgradeManager,1,-1,0.0
20645,bool,isUpgradeFinished,1,-1,0.0
20646,mapping_type_dynamic,commitmentOf,1,-1,0.0
20647,address,pendingGDPOracle,1,-1,0.0
20648,user_define_contract,M5Logic,1,-1,0.0
20649,address,M5Token,1,-1,0.0
20650,mapping_type_static,CoinsSinceLastHatch,1,-1,0.0
20651,uint256,marketCoins,1,-1,0.0
20652,uint256,COINS_TO_HATCH_1STRIPPERS,1,-1,0.0
20653,mapping_type_static,claimedCoins,1,-1,0.0
20654,uint256,STARTING_STRIPPERS,1,-1,0.0
20655,uint256,tradeStartTime,2,-1,0.0
20656,address,mainwallet,16,3649,0.0
20657,array_type_dynamic,adminaddress,1,-1,0.0
20658,uint256,maxTransferPerTimeframe,1,-1,0.0
20659,bool,restrictTransfers,1,-1,0.0
20660,mapping_type_static,lastTransfer,1,-1,0.0
20661,uint256,timeFrame,1,-1,0.0
20662,uint256,timestampEnd,4,-1,0.0
20663,bool,initialPrice,3,-1,0.0
20664,uint256,increaseTimeIfBidBeforeEnd,3,-1,0.0
20665,array_type_dynamic,accountsList,4,-1,0.0
20666,uint256,increaseTimeBy,3,-1,0.0
20667,string,instructions,4,-1,0.0
20668,uint256,dailyLimitLeft,8,2103,0.0
20669,mapping_type_static,bounty,3,-1,0.0
20670,array_type_dynamic,bountyaddress,1,-1,0.0
20671,uint256,lockReleaseTime,3,-1,0.0
20672,bool,allowTrading,3,-1,0.0
20673,uint256,leftTokens,1,-1,0.0
20674,uint256,minAmountForDeal,1,-1,0.0
20675,uint256,givenBountyTokens,1,-1,0.0
20676,mapping_type_static,bountyTokensToAddress,1,-1,0.0
20677,mapping_type_static,isCurrentUser,1,-1,0.0
20678,array_type_dynamic,token_holders_array,1,-1,0.0
20679,uint256,dividends_share,1,-1,0.0
20680,uint256,reinvestment_share,1,-1,0.0
20681,bool,icoPhase,4,-1,0.0
20682,uint256,min_inv,1,-1,0.0
20683,address,creatorad,1,-1,0.0
20684,user_define_contract,etherdelta,32,2472,0.0
20685,address,AddressOne,2,-1,0.0
20686,mapping_type_static,AddressWithdrawals,2,-1,0.0
20687,address,AddressTwo,2,-1,0.0
20688,user_define_contract,GubiTokenAddress,2,-1,0.0
20689,uint8,deployStep,1,-1,0.0
20690,uint8,playerCount,1,-1,0.0
20691,array_type_dynamic,unreleasedCount,1,-1,0.0
20692,array_type_dynamic,originalsCount,1,-1,0.0
20693,array_type_dynamic,iconicsCount,1,-1,0.0
20694,uint256,totalMintNums,13,5761,0.0
20695,uint256,totalCrowdSale,5,-1,0.0
20696,address,techWallet,5,-1,0.0
20697,mapping_type_static,whitelistedUsers,1,-1,0.0
20698,mapping_type_static,whitelistedTokens,2,-1,0.0
20699,uint256,startLockTime,6,5176,0.0
20700,uint256,latestUnlockStage,4,-1,0.0
20701,mapping_type_static,lockBalance,12,3517,0.0
20702,uint256,perValue,4,-1,0.0
20703,bool,isExec,4,-1,0.0
20704,uint256,totalAlloc,4,-1,0.0
20705,address,donation,3,-1,0.0
20706,address,distribution,4,-1,0.0
20707,bool,allowedToUpgrade,2,-1,0.0
20708,bool,isOldVersion,2,-1,0.0
20709,address,lastContract,5,-1,0.0
20710,mapping_type_static,validate,8,6086,0.0
20711,address,nextContract,12,4051,0.0
20712,user_define_contract,nextContract,1,-1,0.0
20713,uint256,weiRaiseLimit,1,-1,0.0
20714,address,tokenFrom,8,5483,0.0
20715,uint256,cup,5,-1,0.0
20716,user_define_contract,saiTub,5,-1,0.0
20717,uint256,tab,1,-1,0.0
20718,uint256,rap,1,-1,0.0
20719,uint256,din,1,-1,0.0
20720,uint256,chi,5,-1,0.0
20721,uint256,rhi,1,-1,0.0
20722,user_define_contract,ISC,1,-1,0.0
20723,user_define_contract,saiVox,1,-1,0.0
20724,uint256,par,5,-1,0.0
20725,uint256,way,1,-1,0.0
20726,uint256,wad,1,-1,0.0
20727,user_define_contract,saiTap,3,-1,0.0
20728,uint256,s2s,1,-1,0.0
20729,uint256,bid,7,1463,0.0
20730,uint256,ask,4,-1,0.0
20731,uint256,ClaimingTimeLimit,1,-1,0.0
20732,mapping_type_static,Redeemer,1,-1,0.0
20733,uint256,RedeemingTimeLimit,1,-1,0.0
20734,uint256,RedeemEst,1,-1,0.0
20735,uint256,unClaimedEther,1,-1,0.0
20736,uint256,claimRate,2,-1,0.0
20737,bool,isCharged,1,-1,0.0
20738,user_define_contract,RegistryAddress,4,-1,0.0
20739,uint256,unRedeemedMTU,1,-1,0.0
20740,uint256,Hard_Cap,2,-1,0.0
20741,address,dispatcher,5,-1,0.0
20742,mapping_type_static,userIds,4,-1,0.0
20743,mapping_type_static,walletBalances,1,-1,0.0
20744,mapping_type_static,blockedBalances,1,-1,0.0
20745,uint256,viewServiceReward,1,-1,0.0
20746,user_define_contract,gameToken,2,-1,0.0
20747,uint256,viewSentBonuses,1,-1,0.0
20748,address,ieth,3,-1,0.0
20749,address,knc,4,-1,0.0
20750,address,omg,2,-1,0.0
20751,address,depositor,3,-1,0.0
20752,bool,contractExecuted,2,-1,0.0
20753,uint256,maxContributor,1,-1,0.0
20754,uint256,contributor,1,-1,0.0
20755,mapping_type_static,bfexAmount,1,-1,0.0
20756,uint256,rateSecondTier,1,-1,0.0
20757,bool,whitelistEnable,1,-1,0.0
20758,bool,timeLimitEnable,1,-1,0.0
20759,mapping_type_static,Migrated,1,-1,0.0
20760,user_define_contract,MTUV1,1,-1,0.0
20761,user_define_contract,backingToken,1,-1,0.0
20762,bool,distributionClosed,2,-1,0.0
20763,uint256,changeIndex,15,1720,0.0
20764,mapping_type_static,approvedCallers,15,1281,0.0
20765,uint256,no_of_tokens,4,-1,0.0
20766,uint256,totalUsedTokens,10,5847,0.0
20767,address,HardwareWallet,1,-1,0.0
20768,mapping_type_static,bonusList,1,-1,0.0
20769,uint256,gzePerEth,1,-1,0.0
20770,uint256,contributedEth,5,-1,0.0
20771,uint256,generatedGze,1,-1,0.0
20772,uint256,contributedUsd,5,-1,0.0
20773,mapping_type_static,accountEthAmount,2,-1,0.0
20774,uint8,precommitmentAdjusted,1,-1,0.0
20775,uint256,lockedAccountThresholdUsd,1,-1,0.0
20776,user_define_contract,bttsToken,2,-1,0.0
20777,address,bonusList,1,-1,0.0
20778,bool,isSaleEnded,2,-1,0.0
20779,address,ownerAccount,1,-1,0.0
20780,mapping_type_static,voteToRemoveParams,13,6149,0.0
20781,mapping_type_static,post,10,4430,0.0
20782,uint256,agreementsCounter,7,1137,0.0
20783,address,whitelistadmin,11,6242,0.0
20784,address,pendingPauser,11,4345,0.0
20785,address,pendingMinterAdmin,11,4343,0.0
20786,address,pendingMelterAdmin,11,4342,0.0
20787,address,melteradmin,11,3793,0.0
20788,bool,burnallow,8,1568,0.0
20789,address,pendingWhiteListAdmin,11,4351,0.0
20790,address,minteradmin,11,3960,0.0
20791,address,pendingBurner,11,4337,0.0
20792,mapping_type_static,playerAcorns,3,-1,0.0
20793,uint256,totalAcorns,3,-1,0.0
20794,uint256,treePot,4,-1,0.0
20795,mapping_type_static,playerEarnings,7,4406,0.0
20796,mapping_type_static,hasStartingSnails,3,-1,0.0
20797,uint256,STARTING_SNAIL_COST,3,-1,0.0
20798,uint256,TIME_TO_HATCH_1SNAIL,7,770,0.0
20799,mapping_type_static,ComputeEggsSinceLastHatch,1,-1,0.0
20800,uint256,spiderReq,3,-1,0.0
20801,address,currentSpiderOwner,3,-1,0.0
20802,mapping_type_static,playerProdBoost,3,-1,0.0
20803,uint256,SPIDER_BOOST,3,-1,0.0
20804,uint256,previousSnailPot,3,-1,0.0
20805,uint256,tadpoleReq,3,-1,0.0
20806,address,currentTadpoleOwner,3,-1,0.0
20807,uint256,TADPOLE_BOOST,3,-1,0.0
20808,address,gameOwner,6,2779,0.0
20809,uint256,HATCHING_COST,3,-1,0.0
20810,uint256,squirrelReq,3,-1,0.0
20811,address,currentSquirrelOwner,3,-1,0.0
20812,uint256,SQUIRREL_BOOST,3,-1,0.0
20813,uint256,SNAILMASTER_INCREASE,3,-1,0.0
20814,uint256,STARTING_SNAIL,3,-1,0.0
20815,uint256,startingSnailAmount,3,-1,0.0
20816,uint256,SPIDER_BASE_REQ,3,-1,0.0
20817,uint256,TADPOLE_BASE_REQ,3,-1,0.0
20818,uint256,SQUIRREL_BASE_REQ,3,-1,0.0
20819,user_define_contract,wiredToken,2,-1,0.0
20820,array_type_static,gasRefundPool,11,2792,0.0
20821,address,artOwner,3,-1,0.0
20822,uint256,resaleFee,3,-1,0.0
20823,mapping_type_static,investorDate,2,-1,0.0
20824,user_define_contract,dat,1,-1,0.0
20825,address,SupportFund,1,-1,0.0
20826,address,Contract,1,-1,0.0
20827,user_define_contract,key,3,-1,0.0
20828,uint256,withdrawLimit,3,-1,0.0
20829,uint256,nextEarliestUpdate,6,4053,0.0
20830,uint256,updateInterval,6,6024,0.0
20831,user_define_contract,dataSourceInstance,2,-1,0.0
20832,mapping_type_static,commitmentsOf,1,-1,0.0
20833,uint256,latestOrderId,1,-1,0.0
20834,uint256,feeMultiplier,6,2564,0.0
20835,uint256,comunityMintedTokens,1,-1,0.0
20836,uint256,communityTokensCap,1,-1,0.0
20837,uint256,teamTokensCap,1,-1,0.0
20838,mapping_type_static,tokenToMinted,5,-1,0.0
20839,uint256,gasCosts,5,-1,0.0
20840,uint256,mintCosts,5,-1,0.0
20841,user_define_contract,preSaleContract,1,-1,0.0
20842,bool,hasThreeYearWithdraw,4,-1,0.0
20843,uint256,lockRate,2,-1,0.0
20844,bool,hasOneYearWithdraw,4,-1,0.0
20845,uint256,totalPartnerSupply,2,-1,0.0
20846,bool,hasTwoYearWithdraw,4,-1,0.0
20847,mapping_type_static,minterLeft,3,-1,0.0
20848,mapping_type_static,signatureBurnStatus,3,-1,0.0
20849,uint256,priceTokenWeiPreICO,2,-1,0.0
20850,bool,refundOpen,2,-1,0.0
20851,address,walletOEM,2,-1,0.0
20852,address,walletBounties,2,-1,0.0
20853,uint256,jackpotBlance,1,-1,0.0
20854,array_type_dynamic,jackpotPlayer,1,-1,0.0
20855,uint16,jackpotPersent,1,-1,0.0
20856,uint16,houseEdge,1,-1,0.0
20857,uint16,jackpotOfHouseEdge,1,-1,0.0
20858,uint16,maxProfitAsPercentOfHouse,1,-1,0.0
20859,mapping_type_static,ownership,3,-1,0.0
20860,mapping_type_static,delegatinglist,2,-1,0.0
20861,array_type_dynamic,IndexAtIndex,1,-1,0.0
20862,uint32,capFlex,1,-1,0.0
20863,mapping_type_static,altDeposited,1,-1,0.0
20864,mapping_type_static,whitelistedMin,1,-1,0.0
20865,user_define_contract,telcoin,1,-1,0.0
20866,address,preCrowdsaleContractAddress,1,-1,0.0
20867,mapping_type_static,isReg,3,-1,0.0
20868,array_type_dynamic,ActualPeriod,2,-1,0.0
20869,mapping_type_static,sellTokens,3,-1,0.0
20870,mapping_type_static,buyTokens,4,-1,0.0
20871,address,gcf,3,-1,0.0
20872,mapping_type_static,myUserWallet,3,-1,0.0
20873,uint256,currentPeriodPrice,2,-1,0.0
20874,uint256,TokenAddHold,1,-1,0.0
20875,uint256,TokenWithdrawHold,1,-1,0.0
20876,uint256,HolderIndex,1,-1,0.0
20877,uint256,HolderWithdrawIndex,1,-1,0.0
20878,mapping_type_static,balanceTracker,6,1390,0.0
20879,uint256,totalToSale,1,-1,0.0
20880,mapping_type_static,isLocker,3,-1,0.0
20881,address,rewardEscrow,1,-1,0.0
20882,address,synthetixProxy,3,-1,0.0
20883,address,feePoolProxy,1,-1,0.0
20884,uint256,lastRound,2,-1,0.0
20885,uint8,Bonus,1,-1,0.0
20886,uint256,TokenRaised,1,-1,0.0
20887,uint256,unholdDate,1,-1,0.0
20888,uint256,lockAmount,24,3515,0.0
20889,address,lockOwner,24,3529,0.0
20890,address,referalAirdropsTokensAddress,1,-1,0.0
20891,array_type_dynamic,TotalDiscount,1,-1,0.0
20892,address,membership,1,-1,0.0
20893,address,addressSCICO,3,-1,0.0
20894,address,addressSCEscrow,1,-1,0.0
20895,address,addressSCComplianceService,1,-1,0.0
20896,address,SCComplianceService,1,-1,0.0
20897,uint256,forSell,2,-1,0.0
20898,user_define_contract,consumerAddress,1,-1,0.0
20899,user_define_contract,maxContributionAmountContract,1,-1,0.0
20900,uint256,weisMinInvestment,3,-1,0.0
20901,uint256,weisHardCap,3,-1,0.0
20902,uint256,weisPerEther,3,-1,0.0
20903,uint256,weisPerBigToken,3,-1,0.0
20904,uint256,weisSoftCap,3,-1,0.0
20905,user_define_contract,SCWhitelist,1,-1,0.0
20906,user_define_contract,SCTokens,2,-1,0.0
20907,user_define_contract,SCRefundVault,1,-1,0.0
20908,user_define_contract,SCEscrow,1,-1,0.0
20909,array_type_dynamic,stakeHolders,1,-1,0.0
20910,mapping_type_static,stakeHoldersWeight,1,-1,0.0
20911,user_define_contract,params,2,-1,0.0
20912,uint256,numAdrs,1,-1,0.0
20913,mapping_type_static,AdrByIndex,1,-1,0.0
20914,bool,issue,3,-1,0.0
20915,mapping_type_static,betMatchRecords,3,-1,0.0
20916,mapping_type_static,betMatchBalances,3,-1,0.0
20917,address,behalfer,2,-1,0.0
20918,uint256,TOTAL_TOKEN_SUPPLY,2,-1,0.0
20919,mapping_type_static,requests,2,-1,0.0
20920,address,monsterNFTContract,1,-1,0.0
20921,array_type_dynamic,investorlist,3,-1,0.0
20922,uint16,share,1,-1,0.0
20923,address,delegateProxyImplementation,2,-1,0.0
20924,mapping_type_static,relayedAt,4,-1,0.0
20925,array_type_dynamic,signer,4,-1,0.0
20926,uint256,_maximumBurn,4,-1,0.0
20927,address,aelfCommunityMultisig,6,1128,0.0
20928,address,aelfDevMultisig,6,1129,0.0
20929,uint256,deployBlockNumber,7,2164,0.0
20930,mapping_type_static,WorkerAffectation,1,-1,0.0
20931,bool,m_changeable,4,-1,0.0
20932,mapping_type_static,AppsCount,1,-1,0.0
20933,uint256,m_totalAppCount,1,-1,0.0
20934,mapping_type_static,AppByIndex,1,-1,0.0
20935,mapping_type_static,isAppRegistered,1,-1,0.0
20936,mapping_type_static,SmartContract_Allowed,2,-1,0.0
20937,bool,SC_locked,2,-1,0.0
20938,mapping_type_static,countryIndexToOwner,1,-1,0.0
20939,bool,jackpotCompleted,1,-1,0.0
20940,mapping_type_static,countryIndexToApproved,1,-1,0.0
20941,mapping_type_static,countryToRank,1,-1,0.0
20942,mapping_type_static,jackpotClaimedForCountry,1,-1,0.0
20943,mapping_type_static,rankShare,1,-1,0.0
20944,uint256,TRAC_Tokens_left,1,-1,0.0
20945,uint256,Group_2,1,-1,0.0
20946,uint256,Group_5,1,-1,0.0
20947,uint256,Group_1,1,-1,0.0
20948,uint256,Group_3,1,-1,0.0
20949,uint256,Group_4,1,-1,0.0
20950,mapping_type_static,lockedAces,1,-1,0.0
20951,mapping_type_static,transferWhitelist,2,-1,0.0
20952,uint8,fundingLowcapReached,1,-1,0.0
20953,uint256,crowdsaleMinted,1,-1,0.0
20954,mapping_type_static,DatasetsCount,1,-1,0.0
20955,uint256,m_totalDatasetCount,1,-1,0.0
20956,mapping_type_static,DatasetByIndex,1,-1,0.0
20957,mapping_type_static,Dataset,1,-1,0.0
20958,mapping_type_static,isDatasetRegistred,1,-1,0.0
20959,mapping_type_dynamic,walletData,2,-1,0.0
20960,uint256,chfCentsPerEth,1,-1,0.0
20961,mapping_type_static,managedContracts,1,-1,0.0
20962,mapping_type_static,activeContracts,1,-1,0.0
20963,uint256,releasedTokens,7,4787,0.0
20964,array_type_dynamic,DeployedMatches,1,-1,0.0
20965,uint256,fakeNow,1,-1,0.0
20966,uint256,crowsaleShare,1,-1,0.0
20967,uint256,base_token_seed_amount,3,-1,0.0
20968,mapping_type_static,isHolderExists,1,-1,0.0
20969,uint256,totalAllowed,1,-1,0.0
20970,mapping_type_dynamic,Data,4,-1,0.0
20971,mapping_type_static,balancesHold,2,-1,0.0
20972,uint256,icoWeek4Bonus,2,-1,0.0
20973,uint256,icoWeek3Bonus,2,-1,0.0
20974,uint256,icoWeek2Bonus,2,-1,0.0
20975,uint256,icoWeek1Bonus,2,-1,0.0
20976,mapping_type_static,algosByCreator,1,-1,0.0
20977,array_type_dynamic,algos,1,-1,0.0
20978,uint256,maxLength,2,-1,0.0
20979,mapping_type_static,orderToDepositAmount,2,-1,0.0
20980,address,limitedWalletsManager,8,3485,0.0
20981,bool,isLimitTimeTransfer,8,3205,0.0
20982,uint256,limitTimeTransferEndDate,8,3482,0.0
20983,bool,isLimitEnabled,8,3204,0.0
20984,mapping_type_static,limitedWallets,8,3484,0.0
20985,bool,isLimitWithTime,8,3206,0.0
20986,uint256,limitEndDate,8,3478,0.0
20987,bool,issuanceFinished,20,3309,0.0
20988,uint256,totalIssue,18,5751,0.0
20989,uint256,unlockTotal,7,6012,0.0
20990,uint256,lockTotal,8,3544,0.0
20991,uint256,LOCK_WITH_ONE_YEAR,8,455,0.0
20992,uint256,LOCK_WITH_TWELVE_WEEKS,8,456,0.0
20993,uint256,LOCK_WITH_FOUR_WEEKS,8,454,0.0
20994,address,eventListener,23,2480,0.0
20995,uint256,LOCK_WITH_EIGHT_WEEKS,8,453,0.0
20996,uint256,_totalTokenSold,3,-1,0.0
20997,uint256,_initialSupply,11,959,0.0
20998,array_type_dynamic,numAllocations,1,-1,0.0
20999,uint256,processInterval,1,-1,0.0
21000,uint256,numIntervals,1,-1,0.0
21001,uint256,ownerRate,3,-1,0.0
21002,user_define_contract,authorizer,3,-1,0.0
21003,address,lockup,5,-1,0.0
21004,mapping_type_static,Timelock,1,-1,0.0
21005,uint256,theBid,1,-1,0.0
21006,address,theAddress,1,-1,0.0
21007,uint256,twoMonthsLater,4,-1,0.0
21008,bool,saleIsOn,4,-1,0.0
21009,array_type_dynamic,littHolders,2,-1,0.0
21010,uint256,yearTwoMultiplier,2,-1,0.0
21011,uint256,yearOneMultiplier,2,-1,0.0
21012,bool,activityClosed,1,-1,0.0
21013,uint256,minTicket,1,-1,0.0
21014,uint256,maxTicket,1,-1,0.0
21015,uint256,tokenRewardRate,1,-1,0.0
21016,uint8,transferMinimumFee,2,-1,0.0
21017,uint256,totalTokensToSupply,3,-1,0.0
21018,uint256,bonusWindow2EndTime,3,-1,0.0
21019,uint256,bonusWindow3EndTime,3,-1,0.0
21020,uint256,bonusWindow1EndTime,3,-1,0.0
21021,address,_beneficiary,29,934,0.0
21022,uint8,test,5,-1,0.0
21023,bool,isStoped,2,-1,0.0
21024,uint256,PriceWithBonus,2,-1,0.0
21025,uint256,deprecatedSince,3,-1,0.0
21026,uint256,interestFraction,1,-1,0.0
21027,user_define_contract,viteTokenAddress,1,-1,0.0
21028,uint256,bindId,1,-1,0.0
21029,mapping_type_dynamic,records,1,-1,0.0
21030,uint256,SALE_START_TIME,1,-1,0.0
21031,uint256,PRE_SALE_START_TIME,1,-1,0.0
21032,uint256,SALE_END_TIME,1,-1,0.0
21033,uint256,PRE_SALE_END_TIME,8,606,0.0
21034,uint64,finishTime,5,-1,0.0
21035,uint256,totalBetAmount,1,-1,0.0
21036,uint256,numberOfBet,1,-1,0.0
21037,mapping_type_static,numberOfChoice,1,-1,0.0
21038,uint8,betClosed,1,-1,0.0
21039,mapping_type_static,withdrawRecord,1,-1,0.0
21040,uint256,winChoice,1,-1,0.0
21041,uint256,winReward,1,-1,0.0
21042,mapping_type_static,addressOfChoice,1,-1,0.0
21043,mapping_type_static,isUserBlocked,1,-1,0.0
21044,mapping_type_static,ProductContractUser,1,-1,0.0
21045,uint256,calculatePlatformCommission,1,-1,0.0
21046,address,cashout,1,-1,0.0
21047,uint256,userCommissionRate,1,-1,0.0
21048,uint256,angelStartTime,1,-1,0.0
21049,uint256,thirdCurrentAmount,2,-1,0.0
21050,uint256,thirdMaxAmount,2,-1,0.0
21051,uint256,firstStartTime,2,-1,0.0
21052,uint256,secondStartTime,1,-1,0.0
21053,uint256,thirdStartTime,2,-1,0.0
21054,uint256,thirdRate,2,-1,0.0
21055,uint256,angelCurrentAmount,1,-1,0.0
21056,uint256,angelMaxAmount,1,-1,0.0
21057,uint256,firstCurrentAmount,2,-1,0.0
21058,uint256,firstMaxAmount,2,-1,0.0
21059,uint256,secondCurrentAmount,2,-1,0.0
21060,uint256,secondMaxAmount,2,-1,0.0
21061,uint256,secondRate,2,-1,0.0
